id,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,Churn
9588,satisfied,Female,Loyal Customer,33,Business travel,Business,3533,4,4,4,4,2,2,4,4,4,4,4,1,4,4,0,0,0
22934,satisfied,Male,Loyal Customer,51,Business travel,Eco,1328,4,5,5,5,4,4,4,4,5,1,5,5,4,4,15,10,0
55856,neutral or dissatisfied,Female,disloyal Customer,57,Business travel,Eco Plus,3042,3,3,3,4,3,3,4,3,1,4,4,1,3,3,0,0,1
77762,satisfied,Female,disloyal Customer,19,Business travel,Eco,1812,4,4,4,1,2,4,2,2,5,2,4,1,2,2,1,0,1
50175,neutral or dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1775,1,2,1,3,1,1,1,1,1,5,3,3,4,1,2,0,1
109112,neutral or dissatisfied,Female,Loyal Customer,55,Business travel,Eco Plus,857,3,4,4,4,2,3,3,3,3,3,3,3,3,1,4,0,1
86470,neutral or dissatisfied,Male,disloyal Customer,36,Business travel,Business,1036,2,2,2,2,2,2,2,2,2,4,5,2,4,2,0,3,1
15272,satisfied,Male,Loyal Customer,49,Business travel,Business,1921,5,5,5,5,4,3,3,4,4,4,4,1,4,5,0,0,0
31670,neutral or dissatisfied,Female,Loyal Customer,69,Business travel,Eco,895,1,0,0,3,3,3,4,4,4,1,4,3,4,1,0,4,1
6169,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1722,4,4,4,5,2,4,1,2,4,3,5,1,4,2,23,13,1
104085,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2082,3,1,3,2,3,3,3,3,2,5,2,2,2,3,0,0,1
36921,neutral or dissatisfied,Female,Loyal Customer,52,Personal Travel,Eco,760,3,5,3,5,4,4,5,5,5,3,5,3,5,5,11,40,1
58733,satisfied,Male,disloyal Customer,27,Business travel,Business,2533,4,4,4,3,2,4,2,2,3,3,4,5,4,2,0,0,1
20087,neutral or dissatisfied,Male,disloyal Customer,34,Business travel,Business,1722,2,2,2,2,4,2,4,4,3,4,5,5,4,4,77,65,1
125346,neutral or dissatisfied,Female,Loyal Customer,40,Business travel,Eco,1704,3,3,5,3,3,3,3,3,3,2,3,3,3,3,0,0,1
72255,satisfied,Male,Loyal Customer,50,Business travel,Business,1791,2,2,2,2,2,5,5,4,4,4,4,5,4,3,0,0,0
52983,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Business,2447,2,1,2,2,4,2,4,4,2,4,1,4,2,4,17,22,1
84730,neutral or dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1761,1,0,1,2,4,1,4,4,4,2,4,4,5,4,0,0,1
32079,satisfied,Female,Loyal Customer,48,Business travel,Eco,245,4,3,3,3,2,3,3,4,4,4,4,5,4,5,0,0,0
55525,satisfied,Female,Loyal Customer,57,Business travel,Business,3550,4,4,4,4,3,4,5,4,4,4,4,4,4,5,20,53,0
124672,neutral or dissatisfied,Female,disloyal Customer,34,Business travel,Business,1743,3,3,3,5,2,3,2,2,4,5,4,5,4,2,23,32,1
49005,neutral or dissatisfied,Male,disloyal Customer,39,Business travel,Eco,1241,1,4,1,3,3,1,3,3,4,5,1,1,3,3,0,0,1
1012,satisfied,Male,Loyal Customer,54,Business travel,Business,3098,3,3,3,3,1,1,1,5,5,5,5,5,5,2,0,0,0
71458,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2595,5,2,1,2,2,1,2,2,2,1,2,2,2,2,0,0,0
87557,neutral or dissatisfied,Male,disloyal Customer,59,Business travel,Eco,2089,2,2,2,3,3,2,4,3,4,3,4,2,3,3,14,22,1
106808,neutral or dissatisfied,Female,Loyal Customer,49,Business travel,Eco Plus,1007,3,3,3,3,3,3,3,3,3,3,3,4,3,4,11,4,1
51075,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,121,5,5,5,5,5,4,5,5,2,2,4,5,5,5,6,3,0
10748,neutral or dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1900,2,3,3,3,2,3,2,2,3,1,3,1,4,2,28,26,1
39485,neutral or dissatisfied,Female,disloyal Customer,41,Business travel,Business,1705,3,2,2,1,1,4,1,1,1,1,4,1,5,1,6,0,1
15380,satisfied,Female,Loyal Customer,35,Business travel,Business,3802,4,4,4,4,5,5,5,5,1,1,2,5,3,5,271,272,0
85188,satisfied,Male,Loyal Customer,46,Business travel,Business,824,2,2,2,2,3,5,5,3,3,3,3,4,3,4,0,0,0
129689,satisfied,Male,Loyal Customer,49,Business travel,Business,1949,2,2,2,2,2,5,4,4,4,4,4,4,4,3,0,0,0
73741,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1383,3,5,3,1,2,3,2,2,5,2,1,3,2,2,0,0,1
49150,satisfied,Male,Loyal Customer,59,Business travel,Eco,1368,5,2,2,2,5,5,5,5,2,2,5,5,4,5,0,0,0
69254,satisfied,Male,Loyal Customer,59,Business travel,Business,2077,3,3,3,3,5,5,4,5,5,5,5,5,5,3,0,0,0
67623,satisfied,Female,Loyal Customer,46,Business travel,Business,1280,5,5,5,5,3,4,5,3,3,3,3,5,3,4,0,0,0
94423,satisfied,Female,Loyal Customer,29,Business travel,Business,3669,1,1,5,1,5,5,5,5,3,2,5,5,5,5,0,0,0
110612,satisfied,Female,Loyal Customer,69,Personal Travel,Eco Plus,562,0,4,0,4,5,3,4,5,5,0,5,4,5,1,4,0,0
23310,satisfied,Male,Loyal Customer,31,Business travel,Eco,1420,0,0,0,4,3,0,3,3,5,1,4,2,3,3,1,0,0
30477,satisfied,Male,Loyal Customer,31,Business travel,Business,3958,2,2,2,2,3,2,3,3,5,4,3,3,2,3,37,31,0
38224,neutral or dissatisfied,Female,Loyal Customer,50,Personal Travel,Eco Plus,1209,3,5,3,5,5,4,5,3,3,3,3,5,3,5,0,0,1
25160,neutral or dissatisfied,Male,Loyal Customer,24,Business travel,Business,3591,3,4,4,4,3,3,3,3,2,4,3,1,3,3,8,24,1
42447,satisfied,Male,Loyal Customer,23,Business travel,Eco,2515,4,5,4,5,4,4,4,4,2,3,1,4,2,4,0,0,0
72576,satisfied,Female,Loyal Customer,47,Business travel,Eco,631,5,5,5,5,3,4,2,4,4,5,4,4,4,2,0,0,0
3421,neutral or dissatisfied,Female,Loyal Customer,24,Personal Travel,Eco,1145,4,5,0,4,2,0,2,2,4,2,5,3,5,2,3,0,1
15543,neutral or dissatisfied,Female,Loyal Customer,45,Personal Travel,Eco,2753,2,1,2,2,2,4,4,3,1,2,3,4,3,4,336,406,1
68488,neutral or dissatisfied,Male,disloyal Customer,8,Business travel,Eco,2586,4,3,3,3,1,3,1,1,4,5,2,3,3,1,0,4,1
1347,satisfied,Female,Loyal Customer,60,Business travel,Business,404,3,3,3,3,5,5,5,5,5,5,5,3,5,4,9,1,0
64743,satisfied,Male,disloyal Customer,22,Business travel,Business,1281,0,4,0,2,4,0,4,4,5,5,4,5,5,4,0,0,1
100214,satisfied,Female,Loyal Customer,69,Business travel,Eco,368,4,3,3,3,1,3,3,4,4,4,4,5,4,3,0,0,0
47948,neutral or dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1546,2,4,2,5,3,2,3,3,4,4,5,1,5,3,1,13,1
110286,satisfied,Female,Loyal Customer,43,Business travel,Business,940,5,5,5,5,4,5,5,4,4,4,4,4,4,5,48,30,0
110444,satisfied,Male,Loyal Customer,18,Personal Travel,Eco,1765,5,3,4,3,1,4,1,1,4,1,4,3,4,1,0,0,0
92174,satisfied,Male,Loyal Customer,46,Business travel,Business,1973,1,1,1,1,5,5,4,4,4,4,4,4,4,4,82,57,0
78023,neutral or dissatisfied,Female,disloyal Customer,35,Business travel,Eco,1264,4,5,4,1,5,4,5,5,3,1,5,4,1,5,0,0,1
22810,neutral or dissatisfied,Male,Loyal Customer,38,Business travel,Business,3407,1,1,5,1,1,4,4,4,4,4,1,4,4,1,97,93,1
118398,satisfied,Male,Loyal Customer,57,Business travel,Business,3359,1,1,1,1,2,5,5,4,4,4,4,3,4,5,0,0,0
3229,satisfied,Male,disloyal Customer,38,Business travel,Business,1449,5,5,5,2,4,5,3,4,5,5,4,5,4,4,0,0,1
113562,neutral or dissatisfied,Female,Loyal Customer,59,Business travel,Business,1585,4,5,5,5,3,4,4,2,2,2,4,4,2,1,0,0,1
72722,neutral or dissatisfied,Male,Loyal Customer,48,Business travel,Eco Plus,1990,4,3,3,3,4,4,4,4,3,5,1,1,2,4,0,3,1
85931,satisfied,Female,Loyal Customer,43,Business travel,Business,3210,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,0,0
107506,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1837,2,4,2,1,3,2,1,3,5,4,4,1,4,3,0,0,1
58385,satisfied,Male,Loyal Customer,51,Business travel,Business,1875,1,1,3,1,3,4,4,4,4,4,4,5,4,5,2,0,0
121438,neutral or dissatisfied,Female,disloyal Customer,61,Business travel,Eco,1787,2,1,2,4,3,2,3,3,3,5,4,2,3,3,0,0,1
120572,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,3197,3,2,3,3,2,3,2,2,3,2,3,4,3,2,0,0,1
124913,neutral or dissatisfied,Female,Loyal Customer,62,Business travel,Eco,735,3,2,2,2,2,2,3,3,3,3,3,3,3,1,0,12,1
83731,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2345,4,1,4,3,2,4,4,2,3,5,3,1,3,2,0,3,0
123838,neutral or dissatisfied,Female,disloyal Customer,26,Business travel,Business,2409,3,0,3,5,5,3,5,5,3,4,4,3,4,5,5,6,1
104984,neutral or dissatisfied,Female,disloyal Customer,27,Business travel,Business,2156,3,3,3,3,3,3,3,3,3,5,5,3,4,3,5,1,1
124129,satisfied,Male,Loyal Customer,38,Personal Travel,Eco,2012,4,4,4,2,4,4,4,4,3,4,5,4,4,4,2,3,0
124022,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1668,1,3,1,4,3,1,3,3,1,3,3,4,4,3,0,0,1
589,satisfied,Male,Loyal Customer,50,Business travel,Business,204,1,1,4,1,3,5,5,5,5,5,5,4,5,5,0,0,0
10022,neutral or dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco Plus,2096,2,5,2,3,4,2,4,4,3,3,5,4,5,4,0,0,1
84148,satisfied,Female,Loyal Customer,43,Business travel,Business,1394,4,4,4,4,5,5,5,3,3,4,3,3,3,5,20,0,0
31261,satisfied,Male,Loyal Customer,44,Business travel,Business,4236,3,3,3,3,4,4,4,2,4,1,1,4,1,4,163,181,0
66521,neutral or dissatisfied,Female,disloyal Customer,39,Business travel,Business,2014,3,3,3,3,3,3,3,3,1,2,3,4,3,3,0,0,1
102258,neutral or dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1367,2,2,2,2,5,2,5,5,3,4,2,3,3,5,0,0,1
122101,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1725,4,4,4,1,5,4,5,5,1,1,2,3,1,5,0,2,1
55457,neutral or dissatisfied,Female,disloyal Customer,30,Business travel,Eco,1825,3,3,3,3,1,3,1,1,4,2,4,2,4,1,9,9,1
81594,satisfied,Female,Loyal Customer,46,Business travel,Business,1680,0,0,0,2,5,5,4,3,3,3,3,5,3,3,0,0,0
117583,satisfied,Male,Loyal Customer,54,Business travel,Business,382,5,5,5,5,5,5,5,4,4,4,4,3,4,4,0,0,0
61029,satisfied,Female,Loyal Customer,19,Personal Travel,Eco Plus,4843,5,5,5,5,3,3,1,3,3,4,5,4,3,1,0,0,0
123345,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco Plus,1311,1,4,1,3,5,1,5,5,5,4,5,5,5,5,19,23,1
110727,satisfied,Male,Loyal Customer,27,Business travel,Business,4437,2,1,2,2,4,4,4,4,4,2,5,3,5,4,15,18,0
36365,neutral or dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1593,4,0,4,3,4,4,4,4,1,1,3,3,3,4,0,0,1
4519,satisfied,Female,Loyal Customer,35,Personal Travel,Eco Plus,2257,4,4,4,4,2,5,5,4,4,4,4,3,4,5,31,28,0
94385,neutral or dissatisfied,Male,Loyal Customer,46,Business travel,Eco,1794,2,2,2,2,2,2,2,2,1,2,3,1,3,2,0,6,1
51205,neutral or dissatisfied,Female,disloyal Customer,61,Business travel,Eco Plus,1168,3,3,3,4,3,3,3,3,5,5,2,1,3,3,71,77,1
33212,satisfied,Male,Loyal Customer,59,Business travel,Eco Plus,1585,2,5,5,5,2,2,2,2,3,5,5,5,2,2,0,3,0
117701,satisfied,Female,Loyal Customer,58,Business travel,Business,1828,1,1,1,1,2,4,4,4,4,4,4,4,4,5,33,40,0
93671,satisfied,Female,Loyal Customer,27,Business travel,Business,4886,1,5,1,1,4,4,4,4,4,1,3,4,1,4,0,0,0
129771,neutral or dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1620,3,4,3,3,1,3,5,1,4,2,5,5,4,1,2,0,1
84628,neutral or dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2251,1,4,1,3,4,1,4,4,3,5,4,3,5,4,0,0,1
52156,satisfied,Male,Loyal Customer,44,Business travel,Business,512,1,1,3,1,2,2,4,5,5,5,5,2,5,3,0,0,0
74967,neutral or dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,3916,3,3,4,4,2,4,2,2,2,1,4,4,3,2,59,25,1
83997,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1747,4,2,1,2,2,1,1,2,3,4,3,1,2,2,0,0,1
75522,satisfied,Female,disloyal Customer,20,Business travel,Eco,2159,4,0,4,3,4,4,4,4,3,5,4,4,5,4,0,0,1
10724,satisfied,Female,Loyal Customer,57,Business travel,Business,2670,0,5,0,4,4,4,4,2,2,2,2,4,2,5,89,78,0
22962,satisfied,Male,disloyal Customer,18,Business travel,Eco,2458,4,4,4,1,4,4,4,4,4,5,4,3,4,4,0,0,1
6968,satisfied,Male,Loyal Customer,59,Business travel,Business,1670,5,5,5,5,2,4,4,4,4,4,4,5,4,5,16,9,0
25241,neutral or dissatisfied,Female,Loyal Customer,69,Personal Travel,Eco,955,3,5,3,4,2,5,5,5,5,3,5,3,5,4,72,55,1
96418,neutral or dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,3074,3,4,3,4,5,3,5,5,4,3,5,2,2,5,49,22,1
54398,neutral or dissatisfied,Female,Loyal Customer,49,Business travel,Eco,329,2,3,2,3,3,3,4,2,2,2,2,4,2,3,0,0,1
5957,neutral or dissatisfied,Male,Loyal Customer,41,Business travel,Business,2962,4,4,4,4,1,4,3,4,4,4,4,2,4,2,42,37,1
24217,neutral or dissatisfied,Female,Loyal Customer,48,Business travel,Eco,89,4,1,1,1,5,4,3,4,4,4,4,2,4,3,0,17,1
103649,satisfied,Male,Loyal Customer,49,Business travel,Business,437,4,4,4,4,2,4,5,4,4,5,4,4,4,3,15,6,0
113162,satisfied,Female,Loyal Customer,55,Business travel,Business,2022,1,1,1,1,2,4,4,3,3,3,3,5,3,4,0,0,0
104922,satisfied,Female,disloyal Customer,18,Business travel,Business,1570,5,5,5,1,1,5,1,1,5,2,5,3,4,1,0,0,1
80253,neutral or dissatisfied,Female,Loyal Customer,33,Business travel,Eco Plus,2336,2,5,5,5,2,2,2,2,2,2,4,4,3,2,0,0,1
66314,neutral or dissatisfied,Male,Loyal Customer,46,Business travel,Business,2823,4,5,5,5,2,3,3,4,4,4,4,4,4,2,0,37,1
128447,neutral or dissatisfied,Female,disloyal Customer,55,Business travel,Eco,1772,3,4,3,2,5,3,5,5,3,4,2,1,3,5,4,3,1
87971,satisfied,Male,disloyal Customer,44,Business travel,Business,1966,5,5,5,1,4,5,5,4,3,3,4,5,4,4,0,0,1
79614,neutral or dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2207,1,1,1,4,3,1,3,3,2,5,3,4,4,3,0,0,1
52430,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1883,5,2,2,4,5,2,4,5,1,3,2,1,3,5,0,0,0
69542,satisfied,Female,Loyal Customer,46,Business travel,Business,2510,1,1,1,1,4,4,4,4,5,5,5,4,4,4,0,0,0
19719,satisfied,Male,Loyal Customer,30,Business travel,Business,1609,4,4,5,4,3,3,3,3,1,3,5,2,2,3,0,0,0
47400,neutral or dissatisfied,Male,Loyal Customer,56,Business travel,Business,3377,3,3,3,3,2,3,3,3,3,3,3,4,3,2,0,0,1
104127,satisfied,Female,Loyal Customer,53,Business travel,Business,2577,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,3,0
7098,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1936,2,2,2,2,5,4,4,4,4,4,4,3,4,4,0,0,0
84379,neutral or dissatisfied,Female,Loyal Customer,53,Business travel,Business,630,4,3,4,3,3,2,2,4,4,4,4,3,4,2,0,0,1
71009,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1709,2,3,3,3,2,2,2,2,4,4,4,1,3,2,0,0,1
117110,satisfied,Female,Loyal Customer,17,Business travel,Business,1847,3,3,3,3,2,2,2,2,4,2,3,5,2,2,2,0,0
26987,satisfied,Female,Loyal Customer,50,Business travel,Business,2548,4,4,4,4,2,1,4,5,5,5,5,2,5,1,7,6,0
93536,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2815,3,4,3,4,3,3,3,3,2,1,3,3,3,3,0,0,1
3813,neutral or dissatisfied,Female,disloyal Customer,38,Business travel,Business,1597,3,3,3,1,5,3,2,5,4,4,4,4,5,5,0,0,1
73816,satisfied,Female,Loyal Customer,58,Business travel,Business,1756,2,2,2,2,3,4,4,5,5,5,4,5,5,5,0,0,0
66583,satisfied,Female,Loyal Customer,43,Business travel,Business,3245,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,8,0
32311,satisfied,Female,disloyal Customer,22,Business travel,Eco,1512,5,0,5,2,4,5,4,4,3,3,4,3,2,4,0,0,1
48596,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,771,1,1,1,1,4,5,5,5,5,5,5,4,5,3,0,2,0
28408,satisfied,Female,Loyal Customer,51,Personal Travel,Eco,1722,1,2,1,1,2,4,5,4,4,4,4,3,4,4,37,55,0
20480,satisfied,Female,Loyal Customer,51,Business travel,Business,1660,0,5,0,3,1,2,3,4,4,4,4,4,4,2,0,0,0
520,satisfied,Female,Loyal Customer,50,Business travel,Business,2957,1,1,1,1,5,4,5,5,5,4,5,4,5,4,0,4,0
90007,satisfied,Female,Loyal Customer,13,Personal Travel,Business,2195,5,2,2,2,5,2,3,5,5,5,5,3,5,1,0,0,0
94415,satisfied,Male,Loyal Customer,56,Business travel,Business,566,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0,0
113815,satisfied,Male,Loyal Customer,23,Business travel,Eco Plus,1799,5,5,5,5,5,5,3,5,5,4,2,3,4,5,0,0,0
36745,neutral or dissatisfied,Female,Loyal Customer,34,Personal Travel,Business,2746,4,1,4,4,4,1,5,3,5,2,4,5,4,5,0,0,1
61379,neutral or dissatisfied,Female,disloyal Customer,30,Business travel,Eco,1895,3,3,3,4,2,3,2,2,4,1,4,4,3,2,8,0,1
24097,satisfied,Male,Loyal Customer,39,Business travel,Eco Plus,1894,4,2,5,2,4,4,4,4,5,2,1,5,2,4,0,0,0
94004,satisfied,Female,Loyal Customer,51,Business travel,Business,3636,5,4,5,5,2,4,5,4,4,4,4,3,4,4,18,41,0
34525,neutral or dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco Plus,3018,2,2,2,4,3,2,3,3,2,1,4,4,3,3,0,0,1
63721,satisfied,Male,Loyal Customer,53,Business travel,Business,1706,2,3,2,2,2,5,4,5,5,5,5,3,5,5,1,0,0
32169,satisfied,Male,Loyal Customer,31,Business travel,Eco,1543,4,4,4,4,4,4,4,4,3,1,4,1,4,4,0,0,0
61948,neutral or dissatisfied,Male,Loyal Customer,38,Business travel,Business,2101,4,1,1,1,3,1,1,4,4,4,4,3,4,4,4,0,1
85625,satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1425,1,1,2,1,4,4,4,5,5,5,5,3,5,5,0,8,0
93647,satisfied,Female,Loyal Customer,55,Business travel,Business,554,3,3,3,3,4,4,5,2,2,2,2,3,2,3,0,4,0
98329,neutral or dissatisfied,Female,disloyal Customer,28,Business travel,Business,2633,2,2,2,3,1,2,1,1,4,2,4,4,5,1,2,0,1
46626,neutral or dissatisfied,Male,Loyal Customer,34,Business travel,Eco,1353,1,3,3,3,1,1,1,1,1,1,1,2,4,1,0,0,1
127569,satisfied,Male,disloyal Customer,20,Business travel,Eco,2222,3,3,3,4,5,3,5,5,2,4,4,2,4,5,0,0,1
100319,satisfied,Male,Loyal Customer,29,Business travel,Business,3543,5,5,5,5,2,2,2,2,3,3,5,5,4,2,0,0,0
103269,neutral or dissatisfied,Female,Loyal Customer,61,Personal Travel,Eco,890,3,5,4,4,2,5,5,5,5,4,4,3,5,3,0,0,1
16728,satisfied,Female,Loyal Customer,58,Business travel,Eco,2779,4,4,4,4,4,4,4,5,4,2,3,4,4,4,244,261,0
63738,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2562,3,4,3,4,3,3,3,3,2,5,2,1,4,3,0,0,1
123215,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2011,3,4,4,3,5,4,5,5,1,1,4,1,3,5,0,0,1
24746,neutral or dissatisfied,Female,disloyal Customer,50,Business travel,Eco,1836,3,0,3,4,2,3,3,2,3,4,2,4,1,2,0,0,1
13557,satisfied,Male,Loyal Customer,47,Personal Travel,Eco,1312,5,5,5,2,3,5,4,3,4,4,4,5,5,3,0,0,0
15237,satisfied,Female,Loyal Customer,32,Business travel,Business,1922,4,4,5,4,5,5,5,5,3,1,2,5,5,5,0,0,0
103669,neutral or dissatisfied,Female,disloyal Customer,32,Business travel,Business,1906,2,2,2,5,4,2,4,4,3,3,5,3,5,4,0,0,1
112791,satisfied,Female,Loyal Customer,50,Business travel,Business,1403,1,1,1,1,4,5,4,4,4,4,4,3,4,5,21,0,0
43551,satisfied,Female,Loyal Customer,52,Business travel,Eco,439,4,3,3,3,2,1,3,4,4,4,4,3,4,1,0,0,0
124947,satisfied,Female,Loyal Customer,49,Business travel,Business,769,5,5,2,5,3,4,4,5,5,5,5,4,5,3,0,0,0
49010,satisfied,Male,Loyal Customer,31,Business travel,Business,4027,1,1,3,1,4,5,5,4,5,4,1,5,3,4,0,0,0
83475,satisfied,Female,disloyal Customer,22,Business travel,Eco,2020,5,5,5,2,5,5,5,5,3,4,5,3,4,5,0,11,1
33795,neutral or dissatisfied,Male,Loyal Customer,50,Business travel,Business,1477,1,3,3,3,3,2,2,1,1,1,1,3,1,3,0,0,1
85716,satisfied,Female,Loyal Customer,47,Business travel,Business,2408,3,3,3,3,3,4,5,4,4,4,4,5,4,4,0,0,0
127383,neutral or dissatisfied,Female,Loyal Customer,35,Business travel,Business,888,2,3,3,3,1,3,4,2,2,2,2,4,2,2,0,0,1
75926,neutral or dissatisfied,Male,Loyal Customer,62,Business travel,Business,1879,2,1,1,1,1,2,2,3,3,3,2,2,3,1,10,28,1
73500,satisfied,Female,Loyal Customer,51,Business travel,Business,1151,3,3,3,3,2,5,4,4,4,4,4,4,4,3,0,0,0
18283,neutral or dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco Plus,1354,2,4,2,2,5,2,5,5,5,4,4,4,4,5,63,82,1
6818,satisfied,Male,Loyal Customer,30,Personal Travel,Eco,1635,0,4,0,3,1,0,1,1,3,1,5,5,4,1,3,4,0
95853,satisfied,Male,Loyal Customer,54,Business travel,Business,597,3,3,3,3,2,4,4,4,4,4,4,4,4,4,6,0,0
75547,satisfied,Male,Loyal Customer,51,Business travel,Business,3587,1,1,1,1,2,4,5,5,5,5,5,4,5,5,6,0,0
44163,neutral or dissatisfied,Female,disloyal Customer,68,Business travel,Eco,1885,1,5,1,3,2,1,2,2,3,2,2,4,2,2,0,0,1
102519,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1627,1,1,1,1,5,4,5,5,5,5,5,4,5,5,20,5,0
99013,neutral or dissatisfied,Female,Loyal Customer,45,Personal Travel,Eco Plus,552,4,1,2,3,5,3,4,2,2,2,2,2,2,2,3,0,1
76899,neutral or dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1821,4,5,4,2,2,4,2,2,3,4,2,5,1,2,0,0,1
49231,satisfied,Male,Loyal Customer,36,Business travel,Business,2423,1,1,1,1,5,1,5,4,4,4,3,3,4,5,36,31,0
36488,satisfied,Female,Loyal Customer,36,Personal Travel,Business,1254,3,2,2,2,4,1,1,4,4,3,4,4,4,4,42,51,0
83703,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1816,2,4,2,4,4,2,4,4,5,2,5,5,5,4,0,0,1
61033,satisfied,Female,Loyal Customer,53,Business travel,Business,1510,4,4,4,4,3,4,5,5,5,5,5,4,5,5,0,0,0
58000,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,3498,3,4,3,5,3,2,2,3,2,5,5,2,4,2,138,140,1
114783,neutral or dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1609,2,4,2,5,2,2,2,2,5,5,5,5,4,2,23,22,1
124978,satisfied,Female,Loyal Customer,47,Business travel,Business,96,1,1,1,1,3,4,5,4,4,4,5,5,4,3,4,0,0
465,satisfied,Female,Loyal Customer,30,Business travel,Business,1530,1,1,1,1,5,4,5,5,4,3,4,4,5,5,0,0,0
7472,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,548,5,5,2,5,4,5,5,5,5,5,5,4,5,4,0,0,0
91494,satisfied,Female,Loyal Customer,54,Business travel,Business,3959,4,4,1,4,5,4,4,4,4,4,4,4,4,4,0,0,0
48176,neutral or dissatisfied,Female,Loyal Customer,23,Business travel,Business,1759,3,4,4,4,3,3,3,3,3,5,3,3,4,3,0,0,1
1925,satisfied,Female,Loyal Customer,36,Business travel,Business,424,1,1,3,1,5,4,4,5,5,5,5,4,5,3,1,0,0
7554,satisfied,Female,Loyal Customer,46,Business travel,Business,628,4,4,1,4,5,5,4,4,4,5,4,4,4,4,0,0,0
14186,satisfied,Female,Loyal Customer,33,Business travel,Eco,2511,5,3,3,3,5,5,5,2,3,1,5,5,1,5,232,238,0
89687,neutral or dissatisfied,Female,Loyal Customer,49,Business travel,Business,4283,3,5,5,5,2,3,3,2,4,3,4,3,4,3,123,133,1
59640,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,2027,2,2,2,2,2,2,2,2,1,4,2,1,3,2,74,60,1
54025,neutral or dissatisfied,Female,Loyal Customer,45,Personal Travel,Eco,1115,4,1,4,3,5,3,4,4,4,4,4,2,4,2,2,0,1
18970,satisfied,Female,Loyal Customer,65,Personal Travel,Eco Plus,479,3,3,3,3,3,4,5,5,5,5,5,5,5,5,0,0,0
107194,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1688,4,4,4,4,4,5,4,4,4,4,4,5,4,5,8,10,0
47818,satisfied,Male,Loyal Customer,42,Business travel,Business,2543,5,4,5,5,1,1,5,5,5,5,5,4,5,5,0,0,0
21581,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco Plus,1867,2,5,2,4,5,2,5,5,3,5,5,3,4,5,22,12,1
14977,satisfied,Male,Loyal Customer,56,Business travel,Eco,1695,5,1,1,1,5,5,5,5,5,3,1,2,4,5,0,6,0
